consola,genero,lanzamiento,titulo,upc
PS3,Rol/Estrategia/Destreza,05/01/2016,BATTLESHIP,047875769137-1-00000-1
PS3,Rol/Estrategia/Destreza,05/01/2016,DC UNIVERSE ONLINE,814582415226-1-00000-0
PS4,Disparos,05/01/2016,RESIDENT EVIL REVELATIONS 2,013388560219-1-00000-0
PS4,Terror,15/01/2016,RESIDENT EVIL ORIGINS COLLECTION,013388560233-1-00000-0
XONE,Terror,15/01/2016,RESIDENT EVIL ORIGINS COLLECTION,013388550135-1-00000-0
PS4,Aventura,19/01/2016,LIFE IS STRANGE LIMITED EDITION,662248916682-1-00000-0
XONE,Aventura,19/01/2016,LIFE IS STRANGE LIMITED EDITION,662248916675-1-00000-0
N3DS,Rol/Estrategia/Destreza,22/01/2016,MARIO AND LUIGI PAPER JAM,045496743598-1-00000-0
N3DS,Otros,26/01/2016,FINAL FANTASY EXPLORERS,662248916576-1-00003-0
XONE,Aventura,26/01/2016,LEGO MARVEL AVENGERS,883929474141-1-00001-4
360,Aventura,26/01/2016,LEGO MARVEL AVENGERS,883929474073-1-00001-0
PS4,Aventura,26/01/2016,LEGO MARVEL AVENGERS,883929474134-1-00001-2
PS3,Aventura,26/01/2016,LEGO MARVEL AVENGERS,883929474165-1-00000-1
PSV,Aventura,26/01/2016,LEGO MARVEL AVENGERS,883929474240-1-00000-1
WIIU,Aventura,26/01/2016,LEGO MARVEL AVENGERS,883929474158-1-00001-1
3DS,Aventura,26/01/2016,LEGO MARVEL AVENGERS,883929474233-1-00000-1
360,Aventura,01/07/2016,LEGO STAR WARS THE FORCE AWAKENS,883929532575-1-00000-1
PS3,Aventura,01/07/2016,LEGO STAR WARS THE FORCE AWAKENS,883929532582-1-00000-2
PS4,Aventura,01/07/2016,LEGO STAR WARS THE FORCE AWAKENS,883929532568-1-00001-2
WIIU,Aventura,05/07/2016,LEGO STAR WARS THE FORCE AWAKENS,883929532599-1-00000-0
PSV,Aventura,01/07/2016,LEGO STAR WARS THE FORCE AWAKENS,883929532612-1-00000-1
3DS,Aventura,01/07/2016,LEGO STAR WARS THE FORCE AWAKENS,883929532605-1-00000-1
WIIU,Accion,11/12/2015,DEVILS THIRD,045496903442-1-00000-0
PS4,Rol/Estrategia/Destreza,02/02/2016,DIGIMON STORY CYBER SLEUTH,722674120456-1-00000-0
PS4,Rol/Estrategia/Destreza,02/02/2016,MEGADIMENSION NEPTUNIA VII,859204005287-1-00000-2
PS4,Peleas,09/02/2016,NARUTO SHIPPUDEN ULTIMATE NINJA STORM 4,722674120388-1-00003-2
XONE,Peleas,09/02/2016,NARUTO SHIPPUDEN ULTIMATE NINJA STORM 4,722674220248-1-00003-1
XONE,Peleas,NO CONFIRMADO,ONE PIECE BURNING BLOOD,722674220347-1-00000-0
PS4,Peleas,31/05/2016,ONE PIECE BURNING BLOOD,722674120135-1-00001-1
PS4,Accion,30/08/2016,ATTACK ON TITAN,040198002806-1-00000-0
XONE,Accion,12/02/2016,DYING LIGHT THE FOLLOWING ENHANCED EDITION,883929530601-1-00001-1
PS4,Accion,12/02/2016,DYING LIGHT THE FOLLOWING ENHANCED EDITION,883929530618-1-00000-0
PS4,Accion,10/05/2016,UNCHARTED 4 A THIEFS END LIBERTALIA EDITION,711719502197-1-00000-0
PS4,Rol/Estrategia/Destreza,05/01/2016,FINAL FANTASY XIV ONLINE DLC EDITION,662248915777-1-00000-0
PS4,Peleas,16/02/2016,STREET FIGHTER V COLLECTORS EDITION,013388560257-1-00000-0
PS4,Peleas,16/02/2016,STREET FIGHTER V,013388937028-1-00002-1
3DS,Rol/Estrategia/Destreza,16/02/2016,PROJECT X ZONE 2,722674700641-1-00000-0
PS4,Accion,16/02/2016,ASSASSINS CREED CHRONICLES TRILOGY,887256019525-1-00000-0
XONE,Accion,16/02/2016,ASSASSINS CREED CHRONICLES TRILOGY,887256019532-1-00001-0
XONE,Accion,12/04/2016,DARK SOULS III COLLECTORS EDITION,722674220392-0-00000-0
PS4,Accion,12/04/2016,DARK SOULS III COLLECTORS EDITION,722674120616-0-00000-0
3DS,Rol/Estrategia/Destreza,19/02/2016,FIRE EMBLEM FATES SPECIAL EDITION,045496743581-0-00000-0
3DS,Rol/Estrategia/Destreza,19/02/2016,FIRE EMBLEM FATES CONQUEST,045496743406-1-00003-0
3DS,Rol/Estrategia/Destreza,19/02/2016,FIRE EMBLEM FATES BIRTHRIGHT,045496743154-1-00001-0
XONE,Accion,23/02/2016,FAR CRY PRIMAL,887256017040-1-00004-6
PS4,Accion,23/02/2016,FAR CRY PRIMAL,887256017057-1-00002-8
PS4,Accion,23/02/2016,FAR CRY PRIMAL DELUXE EDITION,887256019426-0-00000-0
XONE,Accion,23/02/2016,FAR CRY PRIMAL DELUXE EDITION,887256019440-0-00000-0
PS4,Disparos,23/02/2016,PLANTS VS ZOMBIES GARDEN WARFARE 2,014633734102-1-00011-13
XONE,Disparos,23/02/2016,PLANTS VS ZOMBIES GARDEN WARFARE 2,014633368864-1-00016-3
PS4,Aventura,23/02/2016,MEGA MAN LEGACY COLLECTION,013388560240-1-00000-0
XONE,Aventura,23/02/2016,MEGA MAN LEGACY COLLECTION,013388550142-1-00000-1
N3DS,Aventura,23/02/2016,MEGA MAN LEGACY COLLECTION,013388305230-1-00000-0
PS4,Vehiculos,06/10/2015,RIDE,722674120081-0-00000-0
XONE,Vehiculos,06/10/2015,RIDE,722674220071-0-00000-0
PS4,Rol/Estrategia/Destreza,12/05/2015,FINAL FANTASY X X2 HD REMASTER,662248916064-1-00001-0
PS4,Aventura,09/08/2016,NO MANS SKY,711719501480-1-00001-6
PCS,Disparos,24/05/2016,OVERWATCH ORIGINS EDITION,047875863637-1-00000-0
WIIU,Rol/Estrategia/Destreza,04/03/2016,THE LEGEND OF ZELDA THE TWILIGHT PRINCESS HD AMIIBO BUNDLE,045496903763-1-00000-0
PS4,Peleas,04/03/2016,MORTAL KOMBAT XL,883929528721-1-00014-25
XONE,Peleas,04/03/2016,MORTAL KOMBAT XL,883929528738-1-00016-19
PS3,Rol/Estrategia/Destreza,07/06/2016,ODIN SPHERE LEIFTHRASIR,730865001576-1-00000-0
PS4,Rol/Estrategia/Destreza,07/06/2016,ODIN SPHERE LEIFTHRASIR,730865020010-1-00000-0
XONE,Terror,31/05/2016,DEAD ISLAND DEFINITIVE COLLECTION,816819013397-1-00000-0
PS4,Terror,31/05/2016,DEAD ISLAND DEFINITIVE COLLECTION,816819013434-1-00000-0
3DS,Rol/Estrategia/Destreza,22/07/2016,MONSTER HUNTER GENERATIONS,013388305254-1-00000-1
N3DS,Aventura,10/06/2016,KIRBY PLANET ROBOBOT,045496743901-1-00001-2
WIIU,Accion,24/10/2014,BAYONETTA 2,045496904210-1-00000-2
XONE,Rol/Estrategia/Destreza,08/03/2016,THE DIVISION,887256014520-1-00000-2
PS4,Rol/Estrategia/Destreza,08/03/2016,THE DIVISION,887256014537-1-00000-1
PS4,Rol/Estrategia/Destreza,08/03/2016,THE DIVISION GOLD EDITION,887256014438-0-00000-0
XONE,Rol/Estrategia/Destreza,08/03/2016,THE DIVISION GOLD EDITION,887256014445-1-00001-1
XONE,Rol/Estrategia/Destreza,08/03/2016,THE DIVISION COLLECTORS EDITION,887256000998-0-00000-0
PS4,Rol/Estrategia/Destreza,08/03/2016,THE DIVISION COLLECTORS EDITION,887256000981-0-00000-0
WIIU,Accion,22/04/2016,STAR FOX ZERO AND STAR FOX GUARD,045496903794-1-00001-1
XONE,Accion,15/03/2016,HITMAN COLLECTORS EDITION,662248918006-0-00000-0
PS4,Accion,15/03/2016,HITMAN COLLECTORS EDITION,662248917993-0-00000-0
XONE,Deportes,15/03/2016,UFC 2,014633734010-1-00012-0
PS4,Deportes,15/03/2016,UFC 2,014633368772-1-00008-0
XONE,Terror,05/04/2016,RESIDENT EVIL 6 HD,013388550180-1-00001-1
PS4,Terror,05/04/2016,RESIDENT EVIL 6 HD,013388560295-1-00007-0
XONE,Terror,12/07/2016,RESIDENT EVIL 5 HD,013388550197-1-00000-1
PS4,Terror,12/07/2016,RESIDENT EVIL 5 HD,013388560301-1-00001-1
XONE,Terror,30/08/2016,RESIDENT EVIL 4,013388550203-1-00000-1
PS4,Terror,30/08/2016,RESIDENT EVIL 4,013388560318-1-00001-2
3DS,Deportes,18/03/2016,MARIO AND SONIC AT THE RIO 2016 OLYMPIC GAMES,045496743628-1-00000-0
3DS,Rol/Estrategia/Destreza,15/04/2016,BRAVELY SECOND END LAYER COLLECTOR EDITION,045496743666-0-00000-0
3DS,Rol/Estrategia/Destreza,25/03/2016,HYRULE WARRIORS LEGENDS,045496743642-1-00000-0
PSV,Accion,05/04/2016,ASSASSINS CREED CHRONICLES,887256015596-1-00001-0
PS4,Deportes,05/07/2016,ROCKET LEAGUE,812872018928-1-00007-13
XONE,Deportes,05/07/2016,ROCKET LEAGUE,812872018935-1-00004-0
WIIU,Accion,31/03/2016,LEGO BATMAN 2 DC SUPER HEROES,883929331055-1-00000-1
XONE,Disparos,13/05/2016,DOOM COLLECTORS EDITION,093155170490-1-00001-0
PS4,Disparos,13/05/2016,DOOM COLLECTORS EDITION,093155170483-1-00000-0
PS4,Disparos,24/05/2016,OVERWATCH COLLECTORS EDITION,047875877672-0-00000-0
XONE,Disparos,24/05/2016,OVERWATCH COLLECTORS EDITION,047875877689-1-00000-0
XONE,Vehiculos,22/03/2016,TRACKMANIA TURBO,887256015701-0-00000-0
PS4,Vehiculos,22/03/2016,TRACKMANIA TURBO,887256015695-0-00000-0
